XX,Start,End,Term,Ontology,Identifier,Test_no
00000,375,393,skin sensitisation,Disease,MESH:D012871,431
00000,556,559,AOP,Chemical,MESH:C111989,431
00000,585,603,Skin sensitisation,Disease,MESH:D012871,431
00000,881,884,AOP,Chemical,MESH:C111989,431
00000,894,899,human,Species,9606,431
00000,953,957,U937,CellLine,CVCL:0007,431
00000,989,993,SENS,Gene,284252,431
00000,1008,1021,Interleukin-8,Gene,3576,431
00000,1045,1049,IL-8,Gene,3576,431
00000,1399,1403,CD54,Gene,3383,431
00000,1405,1409,CD86,Gene,942,431
00000,1429,1433,IL-8,Gene,3576,431
00000,1515,1519,SENS,Gene,284252,431
00000,1629,1641,fluorochrome,Chemical,MESH:D005456,431
00000,1668,1672,IL-8,Gene,3576,431
00000,1699,1703,IL-8,Gene,3576,431
00000,1802,1806,IL-8,Gene,3576,431
00000,2072,2081,Mammalian,Species,9606,431
00000,2834,2841,mitosis,Disease,OMIM:604588,431
00000,3032,3039,mitosis,Disease,OMIM:604588,431
00000,3097,3102,Human,Species,9606,431
00000,3404,3409,human,Species,9606,431
00000,3541,3546,human,Species,9606,431
00000,4419,4423,IL-2,Gene,3558,431
00000,4472,4476,IL-2,Gene,3558,431
00000,4783,4787,IL-2,Gene,3558,431
00000,4789,4794,IFN-g,Gene,3458,431
00000,4799,4804,GAPDH,Gene,2597,431
00000,5016,5020,Nrf2,Gene,4780,431
00000,5084,5089,human,Species,9606,431
00000,5113,5131,skin sensitisation,Disease,MESH:D012871,431
00000,5172,5190,Skin sensitisation,Disease,MESH:D012871,431
00000,5451,5455,Nrf2,Gene,4780,431
00000,5658,5676,skin sensitisation,Disease,MESH:D012871,431
00000,5957,5961,Nrf2,Gene,4780,431
00000,6306,6310,Nrf2,Gene,4780,431
00000,6524,6528,Nrf2,Gene,4780,431
00000,6649,6653,Nrf2,Gene,4780,431
00000,6886,6895,Mammalian,Species,9606,431
00000,7057,7066,mammalian,Species,9606,431
00000,7082,7104,Structural aberrations,Disease,MESH:D002869,431
00000,7177,7186,Mammalian,Species,9606,431
00000,7939,7946,mitosis,Disease,OMIM:604588,431
00000,8137,8144,mitosis,Disease,OMIM:604588,431
00000,8172,8181,Mammalian,Species,9606,431
00000,8343,8352,mammalian,Species,9606,431
00000,8368,8390,Structural aberrations,Disease,MESH:D002869,431
00000,8463,8472,Mammalian,Species,9606,431
00000,9225,9232,mitosis,Disease,OMIM:604588,431
00000,9423,9430,mitosis,Disease,OMIM:604588,431
00000,9816,9825,Mammalian,Species,9606,431
00000,9986,9995,mammalian,Species,9606,431
00000,10011,10033,Structural aberrations,Disease,MESH:D002869,431
00000,10171,10184,Guideline 435,Chemical,MESH:C002099,431
00000,10639,10648,Mammalian,Species,9606,431
00000,10685,10694,mammalian,Species,9606,431
00000,10867,10876,thymidine,Chemical,MESH:D013936,431
00000,10893,10928,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,431
00000,10942,10946,HPRT,Gene,3251,431
00000,10968,10998,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,431
00000,11027,11031,HPRT,Gene,3251,431
00000,11126,11139,Phototoxicity,Disease,MESH:D017484,431
00000,11156,11161,Human,Species,9606,431
00000,11172,11215,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,431
00000,11429,11434,human,Species,9606,431
00000,11445,11458,phototoxicity,Disease,MESH:D017484,431
00000,11497,11507,phototoxic,Disease,MESH:D017484,431
00000,11580,11585,human,Species,9606,431
00000,11661,11674,Phototoxicity,Disease,MESH:D017484,431
00000,11894,11904,phototoxic,Disease,MESH:D017484,431
00000,12063,12068,Human,Species,9606,431
00000,12370,12375,human,Species,9606,431
00000,12507,12512,human,Species,9606,431
00000,13312,13325,Phototoxicity,Disease,MESH:D017484,431
00000,13387,13399,cytotoxicity,Disease,MESH:D064420,431
00000,13571,13576,Human,Species,9606,431
00000,13877,13882,human,Species,9606,431
00000,14014,14019,human,Species,9606,431
00000,14889,14894,Human,Species,9606,431
00000,15590,15612,defines skin corrosion,Disease,MESH:D012871,431
00000,15745,15759,skin corrosion,Disease,MESH:D012871,431
00000,15775,15780,human,Species,9606,431
00000,16374,16379,Human,Species,9606,431
00000,16448,16453,human,Species,9606,431
00000,16477,16491,skin corrosion,Disease,MESH:D012871,431
00000,16532,16546,Skin corrosion,Disease,MESH:D012871,431
00000,16629,16637,necrosis,Disease,MESH:D009336,431
00000,16785,16794,Mammalian,Species,9606,431
00000,16830,16834,Hprt,Gene,3251,431
00000,16862,16871,mammalian,Species,9606,431
00000,17026,17061,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,431
00000,17075,17079,HPRT,Gene,3251,431
00000,17104,17134,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,431
00000,17159,17163,HPRT,Gene,3251,431
00000,17258,17267,Mammalian,Species,9606,431
00000,17303,17312,Thymidine,Chemical,MESH:D013936,431
00000,17337,17346,mammalian,Species,9606,431
00000,17479,17488,mammalian,Species,9606,431
00000,17577,17581,7.2C,CellLine,CVCL:J025,431
00000,17596,17601,mouse,Species,10090,431
00000,17602,17610,lymphoma,Disease,MESH:D008223,431
00000,17618,17621,MLA,Chemical,MESH:C521086,431
00000,17783,17792,Mammalian,Species,9606,431
00000,17828,17832,Hprt,Gene,3251,431
00000,17860,17869,mammalian,Species,9606,431
00000,18024,18059,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,431
00000,18073,18077,HPRT,Gene,3251,431
00000,18102,18132,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,431
00000,18157,18161,HPRT,Gene,3251,431
00000,18256,18270,skin corrosion,Disease,MESH:D012871,431
00000,18286,18291,human,Species,9606,431
00000,18855,18864,Mammalian,Species,9606,431
00000,18900,18909,Thymidine,Chemical,MESH:D013936,431
00000,18934,18943,mammalian,Species,9606,431
00000,19076,19085,mammalian,Species,9606,431
00000,19174,19178,7.2C,CellLine,CVCL:J025,431
00000,19193,19198,mouse,Species,10090,431
00000,19199,19207,lymphoma,Disease,MESH:D008223,431
00000,19215,19218,MLA,Chemical,MESH:C521086,431
00000,19484,19489,human,Species,9606,431
00000,19506,19520,skin corrosion,Disease,MESH:D012871,431
00000,19541,19544,rat,Species,10116,431
00000,19915,19920,Human,Species,9606,431
00000,19989,19994,human,Species,9606,431
00000,20018,20032,skin corrosion,Disease,MESH:D012871,431
00000,20073,20087,Skin corrosion,Disease,MESH:D012871,431
00000,20170,20178,necrosis,Disease,MESH:D009336,431
00000,20437,20442,human,Species,9606,431
00000,20466,20480,skin corrosion,Disease,MESH:D012871,431
00000,20521,20535,Skin corrosion,Disease,MESH:D012871,431
00000,20618,20626,necrosis,Disease,MESH:D009336,431
00000,20829,20838,Mammalian,Species,9606,431
00000,20890,20903,Guideline 479,Chemical,MESH:C000596309,431
00000,20969,20978,Mammalian,Species,9606,431
00000,21132,21149,Estrogen Receptor,Gene,2099,431
00000,21324,21341,Estrogen Receptor,Gene,2099,431
00000,21476,21493,estrogen receptor,Gene,2099,431
00000,21724,21737,ERa-HeLa-9903,CellLine,CVCL:2485,431
00000,21764,21769,human,Species,9606,431
00000,21779,21784,tumor,Disease,MESH:D009369,431
00000,21794,21797,BG1,CellLine,CVCL:6570,431
00000,21823,21826,BG1,CellLine,CVCL:6570,431
00000,21831,21833,E2,CellLine,CVCL:6769,431
00000,21860,21865,human,Species,9606,431
00000,21866,21888,ovarian adenocarcinoma,Disease,MESH:D010051,431
00000,22853,22870,Estrogen Receptor,Gene,2099,431
00000,23045,23062,Estrogen Receptor,Gene,2099,431
00000,23197,23214,estrogen receptor,Gene,2099,431
00000,23445,23458,ERa-HeLa-9903,CellLine,CVCL:2485,431
00000,23485,23490,human,Species,9606,431
00000,23500,23505,tumor,Disease,MESH:D009369,431
00000,23515,23518,BG1,CellLine,CVCL:6570,431
00000,23544,23547,BG1,CellLine,CVCL:6570,431
00000,23552,23554,E2,CellLine,CVCL:6769,431
00000,23581,23586,human,Species,9606,431
00000,23587,23609,ovarian adenocarcinoma,Disease,MESH:D010051,431
00000,24530,24543,rainbow trout,Species,8022,431
00000,24669,24682,rainbow trout,Species,8022,431
00000,24685,24704,Oncorhynchus mykiss,Species,8022,431
00000,25439,25452,rainbow trout,Species,8022,431
00000,25532,25545,rainbow trout,Species,8022,431
00000,25548,25567,Oncorhynchus mykiss,Species,8022,431
00000,26350,26367,Estrogen Receptor,Gene,100136026,431
00000,26527,26544,Estrogen Receptor,Gene,100136026,431
00000,26657,26674,estrogen receptor,Gene,100136026,431
00000,26889,26902,ERa-HeLa-9903,CellLine,CVCL:2485,431
00000,26929,26934,human,Species,9606,431
00000,26944,26949,tumor,Disease,MESH:D009369,431
00000,26959,26962,BG1,CellLine,CVCL:6570,431
00000,26988,26991,BG1,CellLine,CVCL:6570,431
00000,26996,26998,E2,CellLine,CVCL:6769,431
00000,27025,27030,human,Species,9606,431
00000,27031,27053,ovarian adenocarcinoma,Disease,MESH:D010051,431
00000,27885,27894,Mammalian,Species,9606,431
00000,27955,27968,Guideline 482,Chemical,MESH:C056814,431
00000,28042,28051,Mammalian,Species,9606,431
00000,28474,28484,eye damage,Disease,MESH:D005131,431
00000,28539,28553,eye irritation,Disease,MESH:D005128,431
00000,28565,28575,eye damage,Disease,MESH:D005131,431
00000,29720,29732,cytotoxicity,Disease,MESH:D064420,431
00000,29837,29841,SIRC,CellLine,CVCL:2724,431
00000,29872,29885,polycarbonate,Chemical,MESH:C028237,431
00000,29949,29961,cytotoxicity,Disease,MESH:D064420,431
00000,30018,30022,SIRC,CellLine,CVCL:2724,431
00000,30131,30144,ocular damage,Disease,MESH:D009422,431
00000,30350,30384,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,431
00000,30890,30895,Human,Species,9606,431
00000,30908,30925,Estrogen Receptor,Gene,2099,431
00000,31099,31104,human,Species,9606,431
00000,31159,31176,estrogen receptor,Gene,2099,431
00000,31314,31331,estrogen receptor,Gene,2099,431
00000,31539,31556,Estrogen Receptor,Gene,2099,431
00000,31596,31601,Human,Species,9606,431
00000,31686,31703,Estrogen Receptor,Gene,2099,431
00000,31726,31731,Human,Species,9606,431
00000,31837,31850,17b-estradiol,Chemical,MESH:D020381,431
00000,111,115,442E,Chemical,430
00000,353,358,human,Species,9606,430
00000,382,400,skin sensitisation,Disease,MESH:D012871,430
00000,563,566,AOP,Chemical,MESH:C111989,430
00000,592,610,Skin sensitisation,Disease,MESH:D012871,430
00000,888,891,AOP,Chemical,MESH:C111989,430
00000,901,906,human,Species,9606,430
00000,960,964,U937,CellLine,CVCL:0007,430
00000,996,1000,SENS,Gene,284252,430
00000,1015,1028,Interleukin-8,Gene,3576,430
00000,1052,1056,IL-8,Gene,3576,430
00000,1406,1410,CD54,Gene,3383,430
00000,1412,1416,CD86,Gene,942,430
00000,1436,1440,IL-8,Gene,3576,430
00000,1522,1526,SENS,Gene,284252,430
00000,1636,1648,fluorochrome,Chemical,MESH:D005456,430
00000,1675,1679,IL-8,Gene,3576,430
00000,1706,1710,IL-8,Gene,3576,430
00000,1809,1813,IL-8,Gene,3576,430
00000,2079,2088,Mammalian,Species,9606,430
00000,2841,2848,mitosis,Disease,OMIM:604588,430
00000,3039,3046,mitosis,Disease,OMIM:604588,430
00000,3104,3109,Human,Species,9606,430
00000,3411,3416,human,Species,9606,430
00000,3548,3553,human,Species,9606,430
00000,4426,4430,IL-2,Gene,3558,430
00000,4479,4483,IL-2,Gene,3558,430
00000,4790,4794,IL-2,Gene,3558,430
00000,4796,4801,IFN-g,Gene,3458,430
00000,4806,4811,GAPDH,Gene,2597,430
00000,5023,5027,Nrf2,Gene,4780,430
00000,5091,5096,human,Species,9606,430
00000,5120,5138,skin sensitisation,Disease,MESH:D012871,430
00000,5179,5197,Skin sensitisation,Disease,MESH:D012871,430
00000,5458,5462,Nrf2,Gene,4780,430
00000,5665,5683,skin sensitisation,Disease,MESH:D012871,430
00000,5964,5968,Nrf2,Gene,4780,430
00000,6313,6317,Nrf2,Gene,4780,430
00000,6531,6535,Nrf2,Gene,4780,430
00000,6656,6660,Nrf2,Gene,4780,430
00000,6893,6902,Mammalian,Species,9606,430
00000,7064,7073,mammalian,Species,9606,430
00000,7089,7111,Structural aberrations,Disease,MESH:D002869,430
00000,7184,7193,Mammalian,Species,9606,430
00000,7946,7953,mitosis,Disease,OMIM:604588,430
00000,8144,8151,mitosis,Disease,OMIM:604588,430
00000,8179,8188,Mammalian,Species,9606,430
00000,8350,8359,mammalian,Species,9606,430
00000,8375,8397,Structural aberrations,Disease,MESH:D002869,430
00000,8470,8479,Mammalian,Species,9606,430
00000,9232,9239,mitosis,Disease,OMIM:604588,430
00000,9430,9437,mitosis,Disease,OMIM:604588,430
00000,9823,9832,Mammalian,Species,9606,430
00000,9993,10002,mammalian,Species,9606,430
00000,10018,10040,Structural aberrations,Disease,MESH:D002869,430
00000,10178,10191,Guideline 435,Chemical,MESH:C002099,430
00000,10646,10655,Mammalian,Species,9606,430
00000,10692,10701,mammalian,Species,9606,430
00000,10874,10883,thymidine,Chemical,MESH:D013936,430
00000,10900,10935,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,430
00000,10949,10953,HPRT,Gene,3251,430
00000,10975,11005,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,430
00000,11034,11038,HPRT,Gene,3251,430
00000,11133,11146,Phototoxicity,Disease,MESH:D017484,430
00000,11163,11168,Human,Species,9606,430
00000,11179,11222,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,430
00000,11436,11441,human,Species,9606,430
00000,11452,11465,phototoxicity,Disease,MESH:D017484,430
00000,11504,11514,phototoxic,Disease,MESH:D017484,430
00000,11587,11592,human,Species,9606,430
00000,11668,11681,Phototoxicity,Disease,MESH:D017484,430
00000,11901,11911,phototoxic,Disease,MESH:D017484,430
00000,12070,12075,Human,Species,9606,430
00000,12377,12382,human,Species,9606,430
00000,12514,12519,human,Species,9606,430
00000,13319,13332,Phototoxicity,Disease,MESH:D017484,430
00000,13394,13406,cytotoxicity,Disease,MESH:D064420,430
00000,13578,13583,Human,Species,9606,430
00000,13884,13889,human,Species,9606,430
00000,14021,14026,human,Species,9606,430
00000,14896,14901,Human,Species,9606,430
00000,15597,15619,defines skin corrosion,Disease,MESH:D012871,430
00000,15752,15766,skin corrosion,Disease,MESH:D012871,430
00000,15782,15787,human,Species,9606,430
00000,16381,16386,Human,Species,9606,430
00000,16455,16460,human,Species,9606,430
00000,16484,16498,skin corrosion,Disease,MESH:D012871,430
00000,16539,16553,Skin corrosion,Disease,MESH:D012871,430
00000,16636,16644,necrosis,Disease,MESH:D009336,430
00000,16792,16801,Mammalian,Species,9606,430
00000,16837,16841,Hprt,Gene,3251,430
00000,16869,16878,mammalian,Species,9606,430
00000,17033,17068,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,430
00000,17082,17086,HPRT,Gene,3251,430
00000,17111,17141,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,430
00000,17166,17170,HPRT,Gene,3251,430
00000,17265,17274,Mammalian,Species,9606,430
00000,17310,17319,Thymidine,Chemical,MESH:D013936,430
00000,17344,17353,mammalian,Species,9606,430
00000,17486,17495,mammalian,Species,9606,430
00000,17584,17588,7.2C,CellLine,CVCL:J025,430
00000,17603,17608,mouse,Species,10090,430
00000,17609,17617,lymphoma,Disease,MESH:D008223,430
00000,17625,17628,MLA,Chemical,MESH:C521086,430
00000,17790,17799,Mammalian,Species,9606,430
00000,17835,17839,Hprt,Gene,3251,430
00000,17867,17876,mammalian,Species,9606,430
00000,18031,18066,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,430
00000,18080,18084,HPRT,Gene,3251,430
00000,18109,18139,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,430
00000,18164,18168,HPRT,Gene,3251,430
00000,18263,18277,skin corrosion,Disease,MESH:D012871,430
00000,18293,18298,human,Species,9606,430
00000,18862,18871,Mammalian,Species,9606,430
00000,18907,18916,Thymidine,Chemical,MESH:D013936,430
00000,18941,18950,mammalian,Species,9606,430
00000,19083,19092,mammalian,Species,9606,430
00000,19181,19185,7.2C,CellLine,CVCL:J025,430
00000,19200,19205,mouse,Species,10090,430
00000,19206,19214,lymphoma,Disease,MESH:D008223,430
00000,19222,19225,MLA,Chemical,MESH:C521086,430
00000,19491,19496,human,Species,9606,430
00000,19513,19527,skin corrosion,Disease,MESH:D012871,430
00000,19548,19551,rat,Species,10116,430
00000,19922,19927,Human,Species,9606,430
00000,19996,20001,human,Species,9606,430
00000,20025,20039,skin corrosion,Disease,MESH:D012871,430
00000,20080,20094,Skin corrosion,Disease,MESH:D012871,430
00000,20177,20185,necrosis,Disease,MESH:D009336,430
00000,20444,20449,human,Species,9606,430
00000,20473,20487,skin corrosion,Disease,MESH:D012871,430
00000,20528,20542,Skin corrosion,Disease,MESH:D012871,430
00000,20625,20633,necrosis,Disease,MESH:D009336,430
00000,20836,20845,Mammalian,Species,9606,430
00000,20897,20910,Guideline 479,Chemical,MESH:C000596309,430
00000,20976,20985,Mammalian,Species,9606,430
00000,21139,21156,Estrogen Receptor,Gene,2099,430
00000,21331,21348,Estrogen Receptor,Gene,2099,430
00000,21483,21500,estrogen receptor,Gene,2099,430
00000,21731,21744,ERa-HeLa-9903,CellLine,CVCL:2485,430
00000,21771,21776,human,Species,9606,430
00000,21786,21791,tumor,Disease,MESH:D009369,430
00000,21801,21804,BG1,CellLine,CVCL:6570,430
00000,21830,21833,BG1,CellLine,CVCL:6570,430
00000,21838,21840,E2,CellLine,CVCL:6769,430
00000,21867,21872,human,Species,9606,430
00000,21873,21895,ovarian adenocarcinoma,Disease,MESH:D010051,430
00000,22860,22877,Estrogen Receptor,Gene,2099,430
00000,23052,23069,Estrogen Receptor,Gene,2099,430
00000,23204,23221,estrogen receptor,Gene,2099,430
00000,23452,23465,ERa-HeLa-9903,CellLine,CVCL:2485,430
00000,23492,23497,human,Species,9606,430
00000,23507,23512,tumor,Disease,MESH:D009369,430
00000,23522,23525,BG1,CellLine,CVCL:6570,430
00000,23551,23554,BG1,CellLine,CVCL:6570,430
00000,23559,23561,E2,CellLine,CVCL:6769,430
00000,23588,23593,human,Species,9606,430
00000,23594,23616,ovarian adenocarcinoma,Disease,MESH:D010051,430
00000,24537,24550,rainbow trout,Species,8022,430
00000,24676,24689,rainbow trout,Species,8022,430
00000,24692,24711,Oncorhynchus mykiss,Species,8022,430
00000,25446,25459,rainbow trout,Species,8022,430
00000,25539,25552,rainbow trout,Species,8022,430
00000,25555,25574,Oncorhynchus mykiss,Species,8022,430
00000,26357,26374,Estrogen Receptor,Gene,100136026,430
00000,26534,26551,Estrogen Receptor,Gene,100136026,430
00000,26664,26681,estrogen receptor,Gene,100136026,430
00000,26896,26909,ERa-HeLa-9903,CellLine,CVCL:2485,430
00000,26936,26941,human,Species,9606,430
00000,26951,26956,tumor,Disease,MESH:D009369,430
00000,26966,26969,BG1,CellLine,CVCL:6570,430
00000,26995,26998,BG1,CellLine,CVCL:6570,430
00000,27003,27005,E2,CellLine,CVCL:6769,430
00000,27032,27037,human,Species,9606,430
00000,27038,27060,ovarian adenocarcinoma,Disease,MESH:D010051,430
00000,27892,27901,Mammalian,Species,9606,430
00000,27962,27975,Guideline 482,Chemical,MESH:C056814,430
00000,28049,28058,Mammalian,Species,9606,430
00000,28481,28491,eye damage,Disease,MESH:D005131,430
00000,28546,28560,eye irritation,Disease,MESH:D005128,430
00000,28572,28582,eye damage,Disease,MESH:D005131,430
00000,29727,29739,cytotoxicity,Disease,MESH:D064420,430
00000,29844,29848,SIRC,CellLine,CVCL:2724,430
00000,29879,29892,polycarbonate,Chemical,MESH:C028237,430
00000,29956,29968,cytotoxicity,Disease,MESH:D064420,430
00000,30025,30029,SIRC,CellLine,CVCL:2724,430
00000,30138,30151,ocular damage,Disease,MESH:D009422,430
00000,30357,30391,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,430
00000,30897,30902,Human,Species,9606,430
00000,30915,30932,Estrogen Receptor,Gene,2099,430
00000,31106,31111,human,Species,9606,430
00000,31166,31183,estrogen receptor,Gene,2099,430
00000,31321,31338,estrogen receptor,Gene,2099,430
00000,31546,31563,Estrogen Receptor,Gene,2099,430
00000,31603,31608,Human,Species,9606,430
00000,31693,31710,Estrogen Receptor,Gene,2099,430
00000,31733,31738,Human,Species,9606,430
00000,31844,31857,17b-estradiol,Chemical,MESH:D020381,430
00000,14,18,442E,Chemical,442E
00000,208,212,442E,Chemical,442E
00000,450,455,human,Species,9606,442E
00000,479,497,skin sensitisation,Disease,MESH:D012871,442E
00000,660,663,AOP,Chemical,MESH:C111989,442E
00000,689,707,Skin sensitisation,Disease,MESH:D012871,442E
00000,985,988,AOP,Chemical,MESH:C111989,442E
00000,998,1003,human,Species,9606,442E
